x,y
22.99058218608439,120.20433010630032
22.984295176255614,120.21810912845885
22.99721121578696,120.21237212246592
22.98100914854679,120.20578806200695
22.975918138390046,120.21684307755491
22.98648812857694,120.19615908099365
22.991257161693344,120.22102411811841
22.99051913524467,120.21153311566022
22.999287177892842,120.20205708115684
22.99919718183511,120.19506804069766
22.9911102007768,120.18541006949145
22.982121161097716,120.19774607978454
22.99204619216752,120.20225511012326
22.992416211787912,120.20427712667953
22.985617127849643,120.204201092237
22.990915182909458,120.20254509668224
22.98943319696203,120.20285810827188
22.988382128571047,120.19484705806269
23.00360714355942,120.21363811889006
22.99704220273822,120.21123509562022
22.997112184680827,120.21390506258105
23.001122128038066,120.21973407422475
23.011059153145947,120.22309112118612
22.995552163381877,120.23424510252701
22.99883316819956,120.21817807144949
22.992826146411463,120.2275700532013
22.982624184965058,120.22576903900247
22.975449187731204,120.22068808202185
22.98518216482531,120.20800807461832
23.01338418216924,120.21280708314637
23.004265206328196,120.19989010105213
23.01960020908368,120.22430410073402
23.024448131782613,120.20532212560747
23.011513172676587,120.200523096799
23.000036177916627,120.20818304475513
22.992476133372517,120.20572705781302
22.993515192525273,120.20309408530616
22.99172618532812,120.2046660501169
22.986753211913307,120.19748708295415
22.988165152787438,120.19220712299574
22.996689157895975,120.18566912179807
23.00284221464658,120.1610411140467
22.99495113378017,120.16555811464924
22.98916820940583,120.21178411352774
23.000036146167588,120.16259806127069
22.99227316514471,120.14526409622766
23.036692162949347,120.12496204919034
23.019243142242257,120.13504004567064
22.99386418961868,120.15932512015353
22.98580621761842,120.1525120843474
22.988165136032237,120.15968304006667
22.998062142934824,120.17427113230903
22.990673129797226,120.17485007368997
23.02628318861947,120.14127305347655
23.013922186255794,120.18248012404722
23.023153171879237,120.17421704047977
23.02191921767586,120.11112208206288
22.94750616439341,120.21946010352296
22.938347136996807,120.22106909114002
23.004303190536607,120.19064313490419
23.000916139714175,120.16069006317646
23.007866178958352,120.20682504166112
22.996679181064117,120.19999704605516
22.99273915848066,120.19858607044353
23.000000136599937,120.15496806584797
22.998537136825643,120.16397912447164
22.99565113955915,120.16687809860444
22.993479215518878,120.17627004288674
22.995546185400936,120.156075055062
22.997805202039494,120.16867103753214
22.988955131964033,120.19704404242034
23.021269162922536,120.2217480870824
22.99581920880843,120.16364306289927
22.977854137409995,120.22056613300701
22.986141182610044,120.22019204850747
22.995602211266874,120.23271909928566
22.987938148450375,120.17318004304974
22.97736520947144,120.21353911849882
22.990349170671706,120.2023471065859
22.994753156917394,120.19857008681355
22.995356178509663,120.20374313395878
22.99708416776968,120.20228608238143
22.997261210444943,120.19732705022793
22.99351918515095,120.2051470426463
22.987198190056663,120.20662704628359
23.001390159688732,120.19915011114604
22.988895189467456,120.18704213408009
22.99371518539552,120.19635010182382
22.990561167083634,120.19546509853194
22.993814205753164,120.19222306918395
22.997490137339582,120.1892621030727
22.997320177219184,120.1843870691
22.996817144095118,120.17594907601006
23.00700417232673,120.21901712753447
22.98956917064152,120.1641461142521
22.994690185631146,120.16270409224373
22.994896158867984,120.14326512472415
22.9935001730849,120.15269503859243
23.00214020207374,120.16484809084854
22.99283815338149,120.21163913452254
